Date,FTSE_Open,FTSE_High,FTSE_Low,FTSE_Close,FTSE_Adj_Close,FTSE_Volume
12/13/2019,7273.5,7429,7223.399902,7353.399902,7353.399902,1906667700
12/16/2019,7353.399902,7552.700195,7353.200195,7519.100098,7519.100098,1045291600
12/17/2019,7519.100098,7537.700195,7497.200195,7525.299805,7525.299805,1096514900
12/18/2019,7525.299805,7557.100098,7515.200195,7540.799805,7540.799805,679287600
12/19/2019,7540.799805,7575.899902,7526.100098,7573.799805,7573.799805,661933000
12/20/2019,7573.799805,7599.5,7564.600098,7582.5,7582.5,1159724000
12/23/2019,7582.5,7628.200195,7559.600098,7623.600098,7623.600098,539145700
12/24/2019,7623.600098,7636.200195,7608.200195,7632.200195,7632.200195,185671600
12/27/2019,7632.200195,7665.399902,7622.5,7644.899902,7644.899902,311117100
12/30/2019,7644.899902,7644.899902,7587.100098,7587.100098,7587.100098,304247900
12/31/2019,7587.100098,7587.399902,7532.399902,7542.399902,7542.399902,212142200
1/2/2020,7542.399902,7624.799805,7542.399902,7604.299805,7604.299805,482206700
1/3/2020,7604.299805,7626.399902,7551,7622.399902,7622.399902,475628900
1/6/2020,7622.399902,7622.399902,7528.100098,7575.299805,7575.299805,516783400
1/7/2020,7575.299805,7604.600098,7562.100098,7573.899902,7573.899902,511576100
1/8/2020,7573.899902,7579.5,7525,7574.899902,7574.899902,606225000
1/9/2020,7574.899902,7627.799805,7574.899902,7598.100098,7598.100098,653838100
1/10/2020,7598.100098,7632,7585.100098,7587.899902,7587.899902,651315600
1/13/2020,7587.899902,7635.799805,7582.5,7617.600098,7617.600098,659019400
1/14/2020,7617.600098,7650.700195,7588.799805,7622.399902,7622.399902,697648200
1/15/2020,7622.399902,7642.799805,7609.399902,7642.799805,7642.799805,730575200
1/16/2020,7642.799805,7653.600098,7595.299805,7609.799805,7609.799805,573564200
1/17/2020,7609.799805,7689.700195,7609.799805,7674.600098,7674.600098,631970100
1/20/2020,7674.600098,7682.799805,7639.600098,7651.399902,7651.399902,358980900
1/21/2020,7651.399902,7651.399902,7550.5,7610.700195,7610.700195,656519300
1/22/2020,7610.700195,7637.399902,7563.5,7571.899902,7571.899902,604636000
1/23/2020,7571.899902,7572.100098,7503.200195,7507.700195,7507.700195,668616300
1/24/2020,7507.700195,7642.200195,7507.600098,7586,7586,605760000
1/27/2020,7586,7586,7392.799805,7412.100098,7412.100098,679457100
1/28/2020,7412.100098,7491.399902,7410.399902,7480.700195,7480.700195,535852000
1/29/2020,7480.700195,7514.700195,7462.200195,7483.600098,7483.600098,525036700
1/30/2020,7483.600098,7483.600098,7357.600098,7382,7382,685501900
1/31/2020,7382,7398.299805,7275,7286,7286,714049600
2/3/2020,7286,7360,7285.200195,7326.299805,7326.299805,645846700
2/4/2020,7326.299805,7442.100098,7326.299805,7439.799805,7439.799805,696703600
2/5/2020,7439.799805,7512.399902,7408.5,7482.5,7482.5,818911400
2/6/2020,7482.5,7533.600098,7482.5,7504.799805,7504.799805,673947900
2/7/2020,7504.799805,7506.299805,7441.100098,7466.700195,7466.700195,705974200
2/10/2020,7466.700195,7466.700195,7427.899902,7446.899902,7446.899902,612817500
2/11/2020,7446.899902,7529.5,7446.899902,7499.399902,7499.399902,700689800
2/12/2020,7499.399902,7547.700195,7499,7534.399902,7534.399902,573044200
2/13/2020,7534.399902,7534.399902,7406.899902,7452,7452,823565400
2/14/2020,7452,7472.899902,7403.700195,7409.100098,7409.100098,629855000
2/17/2020,7409.100098,7450,7409.100098,7433.299805,7433.299805,394565700
2/18/2020,7433.299805,7433.299805,7353.399902,7382,7382,786827200
2/19/2020,7382,7462,7382,7457,7457,602975900
2/20/2020,7457,7480.5,7436.600098,7436.600098,7436.600098,780481500
2/21/2020,7436.600098,7436.700195,7370.600098,7403.899902,7403.899902,872594700
2/24/2020,7403.899902,7403.899902,7114.5,7156.799805,7156.799805,1081479400
2/25/2020,7156.799805,7198.200195,7004.899902,7017.899902,7017.899902,976469000
2/26/2020,7017.899902,7044.700195,6871.899902,7042.5,7042.5,982409600
2/27/2020,7042.5,7042.5,6730,6796.399902,6796.399902,1224827000
2/28/2020,6796.399902,6796.399902,6460.100098,6580.600098,6580.600098,1979835300
3/2/2020,6580.600098,6775.200195,6496,6654.899902,6654.899902,1770844200
3/3/2020,6654.899902,6846.299805,6654.899902,6718.200195,6718.200195,1277190200
3/4/2020,6718.200195,6856.299805,6700.200195,6815.600098,6815.600098,1115783100
3/5/2020,6815.600098,6834.100098,6662.600098,6705.399902,6705.399902,1146893100
3/6/2020,6705.399902,6705.399902,6431.399902,6462.600098,6462.600098,1377953500
3/9/2020,6462.600098,6462.600098,5891.600098,5965.799805,5965.799805,2098798700
3/10/2020,5965.799805,6231.100098,5927.899902,5960.200195,5960.200195,1729622400
3/11/2020,5960.200195,6088.5,5860.799805,5876.5,5876.5,1507518600
3/12/2020,5876.5,5876.5,5237.5,5237.5,5237.5,2209275500
3/13/2020,5237.5,5696.5,5237.5,5366.100098,5366.100098,1935105000
3/16/2020,5366.100098,5366.100098,4898.799805,5151.100098,5151.100098,2111567500
3/17/2020,5151.100098,5309,4978.799805,5294.899902,5294.899902,1941164900
3/18/2020,5294.899902,5294.899902,5006.200195,5080.600098,5080.600098,1837075100
3/19/2020,5080.600098,5181,4942.399902,5151.600098,5151.600098,1963412200
3/20/2020,5151.600098,5419.299805,5151.600098,5190.799805,5190.799805,2585565700
3/23/2020,5190.799805,5194.799805,4922.799805,4993.899902,4993.899902,1629604900
3/24/2020,4993.899902,5446,4993.899902,5446,5446,1582421000
3/25/2020,5446,5741.399902,5400.5,5688.200195,5688.200195,1860995600
3/26/2020,5688.200195,5815.700195,5503.399902,5815.700195,5815.700195,1536739000
3/27/2020,5815.700195,5815.700195,5407.100098,5510.299805,5510.299805,1457210400
3/30/2020,5510.299805,5567.200195,5351.799805,5563.700195,5563.700195,1136875400
3/31/2020,5563.700195,5702.700195,5545.899902,5672,5672,1602112800
4/1/2020,5672,5672,5414.700195,5454.600098,5454.600098,1670362100
4/2/2020,5454.600098,5552.399902,5395.100098,5480.200195,5480.200195,1554286900
4/3/2020,5480.200195,5486.299805,5396.700195,5415.5,5415.5,1180517400
4/6/2020,5415.5,5590.600098,5415.5,5582.399902,5582.399902,1207951800
4/7/2020,5582.399902,5780.200195,5582.399902,5704.5,5704.5,1563928500
4/8/2020,5704.5,5704.5,5589.700195,5677.700195,5677.700195,1133735000
4/9/2020,5677.700195,5842.700195,5677.700195,5842.700195,5842.700195,1290301300
4/14/2020,5842.700195,5894.700195,5779,5791.299805,5791.299805,1056846100
4/15/2020,5791.299805,5791.700195,5576.399902,5597.700195,5597.700195,1375971300
4/16/2020,5597.700195,5657.600098,5577.799805,5628.399902,5628.399902,1073687700
4/17/2020,5628.399902,5839.299805,5628.399902,5787,5787,1204085900
4/20/2020,5787,5823.899902,5707.700195,5812.799805,5812.799805,822613800
4/21/2020,5812.799805,5812.799805,5641,5641,5641,888662400
4/22/2020,5641,5777.100098,5641,5770.600098,5770.600098,866999300
4/23/2020,5770.600098,5843.600098,5735.899902,5826.600098,5826.600098,882116400
4/24/2020,5826.600098,5827.200195,5728.799805,5752.200195,5752.200195,808821600
4/27/2020,5752.200195,5855.600098,5752.200195,5846.799805,5846.799805,792246400
4/28/2020,5846.799805,5977.799805,5835.899902,5958.5,5958.5,1196850700
4/29/2020,5958.5,6129.600098,5950.799805,6115.299805,6115.299805,1288097400
4/30/2020,6115.299805,6151.600098,5897.899902,5901.200195,5901.200195,1933348900
5/1/2020,5901.200195,5901.200195,5746.100098,5763.100098,5763.100098,781328900
5/4/2020,5763.100098,5792.899902,5702,5753.799805,5753.799805,1038977200
5/5/2020,5753.799805,5869.5,5753.799805,5849.399902,5849.399902,969041200
5/6/2020,5849.399902,5897.399902,5839.600098,5853.799805,5853.799805,973242800
5/7/2020,5853.799805,5941.899902,5853.600098,5936,5936,967707400
5/11/2020,5936,5999.100098,5898.299805,5939.700195,5939.700195,1041393600
5/12/2020,5939.700195,6013,5911.399902,5994.799805,5994.799805,939767700
5/13/2020,5994.799805,5994.799805,5893.399902,5904.100098,5904.100098,1055705500
5/14/2020,5904.100098,5904.100098,5661.100098,5741.5,5741.5,1152459900
5/15/2020,5741.5,5837.899902,5741.5,5799.799805,5799.799805,927433300
5/18/2020,5799.799805,6058.200195,5799.600098,6048.600098,6048.600098,930325200
5/19/2020,6048.600098,6112,5965.100098,6002.200195,6002.200195,1001641500
5/20/2020,6002.200195,6074.5,5961.600098,6067.200195,6067.200195,925383600
5/21/2020,6067.200195,6093.700195,6004.100098,6015.299805,6015.299805,1135941900
5/22/2020,6015.299805,6015.299805,5888.600098,5993.299805,5993.299805,986007000
5/26/2020,5993.299805,6130.100098,5993.299805,6067.799805,6067.799805,1252539600
5/27/2020,6067.799805,6168,6067.799805,6144.299805,6144.299805,1559401400
5/28/2020,6144.299805,6234,6144.299805,6218.799805,6218.799805,1210102000
5/29/2020,6218.799805,6218.799805,6060.200195,6076.600098,6076.600098,2246313300
6/1/2020,6076.600098,6179.299805,6076.600098,6166.399902,6166.399902,742112200
6/2/2020,6166.399902,6238.299805,6165.100098,6220.100098,6220.100098,1192259900
6/3/2020,6220.100098,6394.700195,6220.100098,6382.399902,6382.399902,1232836600
6/4/2020,6382.399902,6402.600098,6314.600098,6341.399902,6341.399902,1041769100
6/5/2020,6341.399902,6490,6341.399902,6484.299805,6484.299805,1398374600
6/8/2020,6484.299805,6511.799805,6423.100098,6472.600098,6472.600098,1305560800
6/9/2020,6472.600098,6475,6325.100098,6335.700195,6335.700195,1322614400
6/10/2020,6335.700195,6387.399902,6293.799805,6329.100098,6329.100098,1115769600
6/11/2020,6329.100098,6329.100098,6076.700195,6076.700195,6076.700195,1117426600
6/12/2020,6076.700195,6184.299805,5993.200195,6105.200195,6105.200195,1059920700
6/15/2020,6105.200195,6105.200195,5952.399902,6064.700195,6064.700195,907815700
6/16/2020,6064.700195,6299,6064.700195,6242.799805,6242.799805,1028926100
6/17/2020,6242.799805,6309.700195,6233.200195,6253.299805,6253.299805,863307200
6/18/2020,6253.299805,6285,6184.899902,6224.100098,6224.100098,782893800
6/19/2020,6224.100098,6319.799805,6224.100098,6292.600098,6292.600098,1685754500
6/22/2020,6292.600098,6309,6225.5,6244.600098,6244.600098,793214300
6/23/2020,6244.600098,6342.200195,6244.600098,6320.100098,6320.100098,685327800
6/24/2020,6320.100098,6320.100098,6123.700195,6123.700195,6123.700195,768655700
6/25/2020,6123.700195,6162.399902,6029.299805,6147.100098,6147.100098,813511600
6/26/2020,6147.100098,6262.100098,6147.100098,6159.299805,6159.299805,698906500
6/29/2020,6159.299805,6252,6123,6225.799805,6225.799805,720430800
6/30/2020,6225.799805,6237.5,6147,6169.700195,6169.700195,827284200
7/1/2020,6169.700195,6202,6084.5,6158,6158,724502100
7/2/2020,6158,6258.600098,6158,6240.399902,6240.399902,806189500
7/3/2020,6240.399902,6262.700195,6137.100098,6157.299805,6157.299805,504568000
7/6/2020,6157.299805,6304.200195,6157.299805,6285.899902,6285.899902,697122600
7/7/2020,6285.899902,6285.899902,6180,6189.899902,6189.899902,600362300
7/8/2020,6189.899902,6208.399902,6144.5,6156.200195,6156.200195,625796600
7/9/2020,6156.200195,6176.799805,6040.299805,6049.600098,6049.600098,670967000
7/10/2020,6049.600098,6108.200195,6003.200195,6095.399902,6095.399902,685330800
7/13/2020,6095.399902,6187.299805,6095.399902,6176.200195,6176.200195,614241100
7/14/2020,6176.200195,6179.799805,6093.200195,6179.799805,6179.799805,717546900
7/15/2020,6179.799805,6323.600098,6179.799805,6292.700195,6292.700195,747302000
7/16/2020,6292.700195,6296.799805,6227.299805,6250.700195,6250.700195,521796200
7/17/2020,6250.700195,6293.700195,6230,6290.299805,6290.299805,687096800
7/20/2020,6290.299805,6297.600098,6222.200195,6261.5,6261.5,494263500
7/21/2020,6261.5,6315.700195,6253.899902,6269.700195,6269.700195,753531600
7/22/2020,6269.700195,6271,6197.5,6207.100098,6207.100098,745230100
7/23/2020,6207.100098,6273.600098,6202.899902,6211.399902,6211.399902,605739200
7/24/2020,6211.399902,6211.399902,6099.100098,6123.799805,6123.799805,679819200
7/27/2020,6123.799805,6127.600098,6086.600098,6104.899902,6104.899902,704383900
7/28/2020,6104.899902,6149.899902,6083.700195,6129.299805,6129.299805,612575200
7/29/2020,6129.299805,6155.100098,6116.700195,6131.5,6131.5,718093000
7/30/2020,6131.5,6145.799805,5924.700195,5990,5990,1229813400
7/31/2020,5990,6046.299805,5897.799805,5897.799805,5897.799805,1007598800
8/3/2020,5897.799805,6038.799805,5857.100098,6032.899902,6032.899902,948540800
8/4/2020,6032.899902,6056.5,5986.799805,6036,6036,766666900
8/5/2020,6036,6111.5,6036,6104.700195,6104.700195,715558400
8/6/2020,6104.700195,6104.700195,5980.399902,6026.899902,6026.899902,629266500
8/7/2020,6026.899902,6046,5996.700195,6032.200195,6032.200195,540972400
8/10/2020,6032.200195,6099.5,6028.5,6050.600098,6050.600098,558064500
8/11/2020,6050.600098,6206,6050.600098,6154.299805,6154.299805,758790700
8/12/2020,6154.299805,6297.200195,6151.600098,6280.100098,6280.100098,680848000
8/13/2020,6280.100098,6280.100098,6185.600098,6185.600098,6185.600098,515765800
8/14/2020,6185.600098,6185.600098,6036.100098,6090,6090,513442300
8/17/2020,6090,6140.200195,6061.5,6127.399902,6127.399902,500314600
8/18/2020,6127.399902,6162.700195,6062.600098,6076.600098,6076.600098,502242600
8/19/2020,6076.600098,6114.799805,6045,6112,6112,425040900
8/20/2020,6112,6112,6009.600098,6013.299805,6013.299805,505170900
8/21/2020,6013.299805,6036.5,5948.799805,6001.899902,6001.899902,545211700
8/24/2020,6001.899902,6119.799805,6001.899902,6104.700195,6104.700195,452722200
8/25/2020,6104.700195,6173.5,6032.100098,6037,6037,538992400
8/26/2020,6037,6050.799805,5992.200195,6045.600098,6045.600098,405657200
8/27/2020,6045.600098,6062.5,6000,6000,6000,496427000
8/28/2020,6000,6033,5962.5,5963.600098,5963.600098,928308900
9/1/2020,5963.600098,5972.5,5824,5862.100098,5862.100098,1041226100
9/2/2020,5862.100098,5974.700195,5862.100098,5941,5941,670603500
9/3/2020,5941,5996.200195,5838,5850.899902,5850.899902,698951400
9/4/2020,5850.899902,5904.200195,5778.399902,5799.100098,5799.100098,672211400
9/7/2020,5799.100098,5946.899902,5798.5,5937.399902,5937.399902,542562600
9/8/2020,5937.399902,5985.299805,5868.899902,5930.299805,5930.299805,741088100
9/9/2020,5930.299805,6031.299805,5923.399902,6012.799805,6012.799805,670411100
9/10/2020,6012.799805,6028.799805,5950.600098,6003.299805,6003.299805,602947200
9/11/2020,6003.299805,6057.700195,5992.899902,6032.100098,6032.100098,532206600
9/14/2020,6032.100098,6080,6011.799805,6026.299805,6026.299805,599027600
9/15/2020,6026.299805,6123.700195,6026.200195,6105.5,6105.5,696475100
9/16/2020,6105.5,6119.200195,6057.600098,6078.5,6078.5,712218600
9/17/2020,6078.5,6078.5,5998.700195,6049.899902,6049.899902,614989900
9/18/2020,6049.899902,6055.200195,6006.299805,6007.100098,6007.100098,1606438900
9/21/2020,6007.100098,6007.100098,5779.200195,5804.299805,5804.299805,989724600
9/22/2020,5804.299805,5871.299805,5794.5,5829.5,5829.5,793986600
9/23/2020,5829.5,5974.899902,5829.5,5899.299805,5899.299805,745841800
9/24/2020,5899.299805,5899.299805,5805.299805,5822.799805,5822.799805,707125700
9/25/2020,5822.799805,5843.700195,5771.5,5842.700195,5842.700195,742745800
9/28/2020,5842.700195,5954.399902,5842.700195,5927.899902,5927.899902,915339300
9/29/2020,5927.899902,5927.899902,5862.899902,5897.5,5897.5,677894800
9/30/2020,5897.5,5931.399902,5854.5,5866.100098,5866.100098,831982500
10/1/2020,5866.100098,5925.799805,5849.799805,5879.5,5879.5,729252500
10/2/2020,5879.5,5902.100098,5809.600098,5902.100098,5902.100098,708115400
10/5/2020,5902.100098,5974.200195,5902.100098,5942.899902,5942.899902,637260500
10/6/2020,5942.899902,5971.5,5903.399902,5949.899902,5949.899902,911383000
10/7/2020,5949.899902,5977.200195,5929.200195,5946.299805,5946.299805,762006800
10/8/2020,5946.299805,6004.200195,5929.399902,5978,5978,741665900
10/9/2020,5978,6040.5,5978,6016.700195,6016.700195,676779000
10/12/2020,6016.700195,6037.100098,5995.100098,6001.399902,6001.399902,600961600
10/13/2020,6001.399902,6008,5950,5969.700195,5969.700195,786877800
10/14/2020,5969.700195,6009.799805,5926.5,5935.100098,5935.100098,613220800
10/15/2020,5935.100098,5935.100098,5786.200195,5832.5,5832.5,667215200
10/16/2020,5832.5,5933.799805,5832.5,5919.600098,5919.600098,669807200
10/19/2020,5919.600098,5959.700195,5872,5884.700195,5884.700195,522720700
10/20/2020,5884.700195,5915.5,5861.799805,5889.200195,5889.200195,576524900
10/21/2020,5889.200195,5903.399902,5769.600098,5776.5,5776.5,632347400
10/22/2020,5776.5,5796.399902,5716.399902,5785.700195,5785.700195,664916300
10/23/2020,5785.700195,5885.399902,5781.799805,5860.299805,5860.299805,852798000
10/26/2020,5860.299805,5868.399902,5782.399902,5792,5792,870052100
10/27/2020,5792,5806.200195,5728.200195,5729,5729,756732600
10/28/2020,5729,5729,5525.5,5582.799805,5582.799805,1107558600
10/29/2020,5582.799805,5616.600098,5534.700195,5581.799805,5581.799805,964959700
10/30/2020,5581.799805,5593.399902,5534.100098,5577.299805,5577.299805,823613300
11/2/2020,5577.299805,5665.299805,5554.700195,5655,5655,755064600
11/3/2020,5655,5787.600098,5655,5786.799805,5786.799805,803790300
11/4/2020,5786.799805,5885.700195,5711.200195,5883.299805,5883.299805,781517600
11/5/2020,5883.299805,5933.100098,5881.899902,5906.200195,5906.200195,900001200
11/6/2020,5906.200195,5950.200195,5858.5,5910,5910,848478100
11/9/2020,5910,6258.299805,5910,6186.299805,6186.299805,2067706200
11/10/2020,6186.299805,6307,6180.5,6296.899902,6296.899902,1717346100
11/11/2020,6296.899902,6397.299805,6293.200195,6382.100098,6382.100098,1283397300
11/12/2020,6382.100098,6382.100098,6295.799805,6338.899902,6338.899902,1014492200
11/13/2020,6338.899902,6339,6280.399902,6316.399902,6316.399902,1010712500
11/16/2020,6316.399902,6463.5,6316.399902,6421.299805,6421.299805,1293581100
11/17/2020,6421.299805,6424.5,6309,6365.299805,6365.299805,1225248200
11/18/2020,6365.299805,6395.899902,6326.700195,6385.200195,6385.200195,979740000
11/19/2020,6385.200195,6385.200195,6314.299805,6334.399902,6334.399902,929024200
11/20/2020,6334.399902,6386.700195,6324.600098,6351.5,6351.5,821112500
11/23/2020,6351.5,6392.100098,6325.200195,6333.799805,6333.799805,943708400
11/24/2020,6333.799805,6432.399902,6333.700195,6432.200195,6432.200195,1301560700
11/25/2020,6432.200195,6468.700195,6375.299805,6391.100098,6391.100098,1129314000
11/26/2020,6391.100098,6412.700195,6349.5,6362.899902,6362.899902,736272500
11/27/2020,6362.899902,6375.899902,6302.200195,6367.600098,6367.600098,1448127900
11/30/2020,6367.600098,6404,6266.200195,6266.200195,6266.200195,1355075300
12/1/2020,6266.200195,6400.200195,6263.600098,6384.700195,6384.700195,839858300
12/2/2020,6384.700195,6468.600098,6367.5,6463.399902,6463.399902,936842800
12/3/2020,6463.399902,6491.5,6430.299805,6490.299805,6490.299805,943214500
12/4/2020,6490.299805,6559.200195,6489.799805,6550.200195,6550.200195,1073110600
12/7/2020,6550.200195,6601.100098,6519.799805,6555.399902,6555.399902,1058250500
12/8/2020,6555.399902,6567.600098,6518.399902,6558.799805,6558.799805,758186800
12/9/2020,6558.799805,6623,6558.799805,6564.299805,6564.299805,769345300
12/10/2020,6564.299805,6640.700195,6561.100098,6599.799805,6599.799805,1109877200
12/11/2020,6599.799805,6607.399902,6520.5,6546.799805,6546.799805,1069085700
12/14/2020,6546.799805,6583.700195,6524.700195,6531.799805,6531.799805,870265400
12/15/2020,6531.799805,6558.200195,6484,6513.299805,6513.299805,737394700
12/16/2020,6513.299805,6598.399902,6513.299805,6570.899902,6570.899902,860333700
12/17/2020,6570.899902,6601.600098,6551.100098,6551.100098,6551.100098,725533900
12/18/2020,6551.100098,6604.5,6518.299805,6529.200195,6529.200195,1200513100
12/21/2020,6529.200195,6529.200195,6315.299805,6416.299805,6416.299805,1118314800
12/22/2020,null,null,null,null,null,null
12/23/2020,6453.200195,6497.299805,6431.200195,6495.799805,6495.799805,807695400
12/24/2020,6495.799805,6530.299805,6479.600098,6502.100098,6502.100098,477470700
12/29/2020,6502.100098,6676.600098,6502.100098,6602.700195,6602.700195,824116800
12/30/2020,6602.700195,6623,6552.5,6555.799805,6555.799805,425493000
12/31/2020,6555.799805,6555.799805,6439.399902,6460.5,6460.5,316943900
1/4/2021,6460.5,6662.700195,6460.5,6571.899902,6571.899902,965097800
1/5/2021,6571.899902,6622.799805,6544.299805,6612.299805,6612.299805,718950800
1/6/2021,6612.299805,6859.100098,6611.899902,6841.899902,6841.899902,1249709500
1/7/2021,6841.899902,6903.600098,6795.100098,6857,6857,939652600
1/8/2021,6857,6886.299805,6836.100098,6873.299805,6873.299805,850778500
1/11/2021,6873.299805,6873.299805,6768.700195,6798.5,6798.5,707799500
1/12/2021,6798.5,6816.700195,6738.200195,6754.100098,6754.100098,648158800
1/13/2021,6754.100098,6772.600098,6736,6745.5,6745.5,619448200
1/14/2021,6745.5,6802,6736.799805,6802,6802,685978100
1/15/2021,6802,6802.100098,6676.600098,6735.700195,6735.700195,740665600
1/18/2021,6735.700195,6741.5,6709.299805,6720.700195,6720.700195,359826900
1/19/2021,6720.700195,6770.700195,6697.700195,6713,6713,618144700
1/20/2021,6713,6751.799805,6697.5,6740.399902,6740.399902,687499600
1/21/2021,6740.399902,6776.899902,6715.399902,6715.399902,6715.399902,621554400
1/22/2021,6715.399902,6715.700195,6651.700195,6695.100098,6695.100098,693954900
1/25/2021,6695.100098,6714.600098,6610.299805,6638.899902,6638.899902,761260500
1/26/2021,6638.899902,6702.399902,6636.299805,6654,6654,683485900
1/27/2021,6654,6661.299805,6505.799805,6567.399902,6567.399902,982451100
1/28/2021,6567.399902,6567.399902,6439.600098,6526.200195,6526.200195,869048100
1/29/2021,6526.200195,6526.200195,6397.200195,6407.5,6407.5,870670500
2/1/2021,6407.5,6495.600098,6407.5,6466.399902,6466.399902,746038100
2/2/2021,6466.399902,6523.5,6466.399902,6516.700195,6516.700195,719054200
2/3/2021,6516.700195,6573.100098,6489.5,6507.799805,6507.799805,717525200
2/4/2021,6507.799805,6553.399902,6478.200195,6503.700195,6503.700195,989919900
2/5/2021,6503.700195,6518.700195,6457.600098,6489.299805,6489.299805,984403300
2/8/2021,6489.299805,6567.700195,6489.299805,6523.5,6523.5,818871300
2/9/2021,6523.5,6541,6501,6531.600098,6531.600098,544655300
2/10/2021,6531.600098,6577,6481,6524.399902,6524.399902,782043000
2/11/2021,6524.399902,6554.200195,6514.899902,6528.700195,6528.700195,673184700
2/12/2021,6528.700195,6589.799805,6485.100098,6589.799805,6589.799805,495851300
2/15/2021,null,null,null,null,null,null
2/16/2021,6756.100098,6799.899902,6736.899902,6748.899902,6748.899902,817289800
2/17/2021,6748.899902,6760.299805,6701.600098,6710.899902,6710.899902,755390100
2/18/2021,6710.899902,6721.799805,6591.399902,6617.200195,6617.200195,847018200
2/19/2021,6617.200195,6646.200195,6600.600098,6624,6624,976444700
